CountryCode,SeriesCode,DESCRIPTION
LTU,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt, long-term private nonguaranteed debt, and short-term debt for 2010 are based on reports provided by the country."
LTU,SM.POP.NETM,Data sources : United Nations World Population Prospects
LTU,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
LTU,SP.DYN.AMRT.FE,"Data sources : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research. "
LTU,SP.DYN.AMRT.MA,"Data sources : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research. "
LTU,SP.DYN.CBRT.IN,Data sources : Eurostat
LTU,SP.DYN.CDRT.IN,Data sources : Eurostat
LTU,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Statistics Department"
LTU,SP.DYN.LE00.IN,Derived using male and female life expectancy
LTU,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Statistics Department"
LTU,SP.DYN.TFRT.IN,"Data sources : Eurostat, Statistics Department"
LTU,SP.POP.GROW,"Eurostat, United Nations Population and Vital Statistics Report, 2001 census"
LTU,SP.POP.TOTL,"Eurostat, United Nations Population and Vital Statistics Report, 2001 census"
LUX,SM.POP.NETM,Data sources : United Nations World Population Prospects
LUX,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
LUX,SP.DYN.AMRT.FE,"Data sources : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research. "
LUX,SP.DYN.AMRT.MA,"Data sources : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research. "
LUX,SP.DYN.CBRT.IN,Data sources : Eurostat
LUX,SP.DYN.CDRT.IN,Data sources : Eurostat
LUX,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, United Nations World Population Prospects"
LUX,SP.DYN.LE00.IN,Derived using male and female life expectancy
LUX,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, United Nations World Population Prospects"
LUX,SP.DYN.TFRT.IN,"Data sources : Eurostat, Council of Europe"
LUX,SP.POP.GROW,Eurostat
LUX,SP.POP.TOTL,Eurostat
LVA,DT.DOD.DECT.CD,Data on long-term public and publicly guaranteed debt and private nonguaranteed debt for 2010 are based on reports provided by the country. Short-term debt data from 2006 are revised based on reports provided by the country.
LVA,SM.POP.NETM,Data sources : United Nations World Population Prospects
LVA,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
LVA,SP.DYN.AMRT.FE,"Data sources : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research. "
LVA,SP.DYN.AMRT.MA,"Data sources : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research. "
LVA,SP.DYN.CBRT.IN,Data sources : Eurostat
LVA,SP.DYN.CDRT.IN,Data sources : Eurostat
LVA,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Council of Europe"
LVA,SP.DYN.LE00.IN,Derived using male and female life expectancy
LVA,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Council of Europe"
LVA,SP.DYN.TFRT.IN,"Data sources : Eurostat, Council of Europe"
LVA,SP.POP.GROW,"Eurostat, Central Statistical Bureau, Transmonee"
LVA,SP.POP.TOTL,"Eurostat, Central Statistical Bureau, Transmonee"
MAC,SM.POP.NETM,Data sources : United Nations World Population Prospects
MAC,SM.POP.TOTL,"Estimates are derived from data on foreign-born population. As of 20 December 1999, Macao became a Special Administrative Region (SAR) of China. For purposes of estimation, no change was made in the time series estimates for Macao because of its change in status."
MAC,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
MAC,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
MAC,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MAC,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MAC,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MAC,SP.DYN.LE00.IN,Derived using male and female life expectancy
MAC,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MAC,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MAC,SP.POP.GROW,United Nations World Population Prospects
MAC,SP.POP.TOTL,United Nations World Population Prospects
MAF,SP.DYN.CBRT.IN,Data sources : U.S. Census Bureau
MAF,SP.DYN.CDRT.IN,Data sources : U.S. Census Bureau
MAF,SP.DYN.TFRT.IN,Data sources : U.S. Census Bureau
MAF,SP.POP.GROW,U.S. Census Bureau
MAF,SP.POP.TOTL,U.S. Census Bureau
MAR,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt and private nonguaranteed debt for 2010 are based on reports provided by the country. Short-term debt data are World Bank staff estimates, based on the BIS data on international bank lending."
MAR,NE.CON.PRVT.PC.KD,Includes Former Spanish Sahara.
MAR,NE.CON.PRVT.PC.KD.ZG,Includes Former Spanish Sahara.
MAR,NY.GDP.PCAP.CD,Includes Former Spanish Sahara.
MAR,NY.GDP.PCAP.KD,Includes Former Spanish Sahara.
MAR,NY.GDP.PCAP.KD.ZG,Includes Former Spanish Sahara.
MAR,NY.GDP.PCAP.KN,Includes Former Spanish Sahara.
MAR,NY.GDP.PCAP.PP.CD,Includes Former Spanish Sahara.
MAR,NY.GDP.PCAP.PP.KD,Includes Former Spanish Sahara.
MAR,NY.GNP.PCAP.CD,Includes Former Spanish Sahara.
MAR,NY.GNP.PCAP.KD,Includes Former Spanish Sahara.
MAR,NY.GNP.PCAP.KD.ZG,Includes Former Spanish Sahara.
MAR,NY.GNP.PCAP.KN,Includes Former Spanish Sahara.
MAR,NY.GNP.PCAP.PP.CD,Includes Former Spanish Sahara.
MAR,SM.POP.NETM,Data sources : United Nations World Population Prospects
MAR,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. 
MAR,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
MAR,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
MAR,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MAR,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MAR,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MAR,SP.DYN.LE00.IN,Derived using male and female life expectancy
MAR,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MAR,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MAR,SP.POP.0014.TO.ZS,Morocco only. (Excluding former Spanish Sahara)
MAR,SP.POP.1564.TO.ZS,Morocco only. (Excluding former Spanish Sahara)
MAR,SP.POP.65UP.TO.ZS,Morocco only. (Excluding former Spanish Sahara)
MAR,SP.POP.GROW,United Nations World Population Prospects
MAR,SP.POP.TOTL,United Nations World Population Prospects
MAR,SP.POP.TOTL.FE.ZS,Morocco only. (Excluding former Spanish Sahara)
MCO,SH.XPD.EXTR.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.OOPC.TO.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.OOPC.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.PCAP,Some estimates should be viewed with caution as these are derived from scarce data. Changes for per capita values are due to fluctuations in the US$ exchange rates.
MCO,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.PRIV.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.PUBL,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.PUBL.GX.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.TOTL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
MCO,SP.POP.GROW,United Nations World Population Prospects
MCO,SP.POP.TOTL,United Nations World Population Prospects
MDA,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt and private nonguaranteed debt for 2010 are based on reports provided by the country. Short-term debt data are the World Bank staff estimates, based on government statistics."
MDA,EN.POP.DNST,Excludes Transnistria.
MDA,NE.CON.PRVT.PC.KD,Excludes Transnistria.
MDA,NE.CON.PRVT.PC.KD.ZG,Excludes Transnistria.
MDA,NY.GDP.PCAP.CD,Excludes Transnistria.
MDA,NY.GDP.PCAP.KD,Excludes Transnistria.
MDA,NY.GDP.PCAP.KD.ZG,Excludes Transnistria.
MDA,NY.GDP.PCAP.KN,Excludes Transnistria.
MDA,NY.GDP.PCAP.PP.CD,Excludes Transnistria.
MDA,NY.GDP.PCAP.PP.KD,Excludes Transnistria.
MDA,NY.GNP.PCAP.CD,Excludes Transnistria.
MDA,NY.GNP.PCAP.KD,Excludes Transnistria.
MDA,NY.GNP.PCAP.KD.ZG,Excludes Transnistria.
MDA,NY.GNP.PCAP.KN,Excludes Transnistria.
MDA,NY.GNP.PCAP.PP.CD,Excludes Transnistria.
MDA,SH.XPD.EXTR.ZS,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.OOPC.TO.ZS,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.OOPC.ZS,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.PCAP,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995. Changes for per capita values are due to fluctuations in the US$ exchange rates.
MDA,SH.XPD.PCAP.PP.KD,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.PRIV.ZS,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.PUBL,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.PUBL.GX.ZS,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.PUBL.ZS,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.TOTL.ZS,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SM.POP.NETM,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
MDA,SP.DYN.AMRT.FE,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.AMRT.MA,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.CBRT.IN,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.CDRT.IN,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.LE00.FE.IN,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.LE00.IN,Derived using male and female life expectancy
MDA,SP.DYN.LE00.MA.IN,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.TFRT.IN,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.POP.0014.TO.ZS,Including Transnistria.
MDA,SP.POP.1564.TO.ZS,Including Transnistria.
MDA,SP.POP.65UP.TO.ZS,Including Transnistria.
MDA,SP.POP.DPND,Including Transnistria.
MDA,SP.POP.DPND.OL,Including Transnistria.
MDA,SP.POP.DPND.YG,Including Transnistria.
MDA,SP.POP.GROW,"National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects 2010 Revision's growth rates of whole Moldova."
MDA,SP.POP.TOTL,"National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects 2010 Revision's growth rates of whole Moldova."
MDA,SP.POP.TOTL.FE.ZS,Excluding Transnistria.
MDG,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt and private nonguaranteed debt for 2010 are based on reports provided by the country. Short-term debt data are World Bank staff estimates, based on the BIS data on international bank lending. Madagascar was granted debt relief effective in 2006 under MDRI. "
MDG,SH.XPD.PUBL,Revision of the General Government Expenditure series can explain changes in public expenditure ratios.
MDG,SM.POP.NETM,Data sources : United Nations World Population Prospects
MDG,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. 
MDG,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
MDG,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
MDG,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MDG,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MDG,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MDG,SP.DYN.LE00.IN,Derived using male and female life expectancy
MDG,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MDG,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MDG,SP.POP.GROW,United Nations World Population Prospects
MDG,SP.POP.TOTL,United Nations World Population Prospects
MDV,DT.DOD.DECT.CD,Data on long-term public and publicly guaranteed debt for 2010 are based on reports provided by the country. Data on long-term private nonguaranteed debt are not available. Short-term debt data are World Bank staff estimates based on government statistics.
MDV,SM.POP.NETM,Data sources : United Nations World Population Prospects
MDV,SM.POP.TOTL,Estimates are imputed using model estimates. 
MDV,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
MDV,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
MDV,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MDV,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MDV,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MDV,SP.DYN.LE00.IN,Derived using male and female life expectancy
MDV,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MDV,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MDV,SP.POP.GROW,United Nations World Population Prospects
MDV,SP.POP.TOTL,United Nations World Population Prospects
MEX,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt, private nonguaranteed debt, and short-term debt for 2010 are based on reports provided by the country. "
MEX,SM.POP.NETM,Data sources : United Nations World Population Prospects
MEX,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
MEX,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
MEX,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
MEX,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MEX,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MEX,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MEX,SP.DYN.LE00.IN,Derived using male and female life expectancy
MEX,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MEX,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MEX,SP.POP.GROW,United Nations World Population Prospects
MEX,SP.POP.TOTL,United Nations World Population Prospects
MHL,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
MHL,SP.DYN.AMRT.FE,Data sources : World Bank estimate
MHL,SP.DYN.AMRT.MA,Data sources : World Bank estimate
MHL,SP.DYN.CBRT.IN,"Data sources : Economic Policy, Planning and Statistics Office; DHS 2007"
MHL,SP.DYN.CDRT.IN,"Data sources : Economic Policy, Planning and Statistics Office"
MHL,SP.DYN.LE00.FE.IN,"Data sources : Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau"
MHL,SP.DYN.LE00.IN,Derived using male and female life expectancy
MHL,SP.DYN.LE00.MA.IN,"Data sources : Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau"
MHL,SP.DYN.TFRT.IN,"Data sources : DHS 2007; Economic Policy, Planning and Statistics Office; U.S. Census Bureau"
MHL,SP.POP.GROW,United Nations World Population Prospects
MHL,SP.POP.TOTL,United Nations World Population Prospects
MKD,DT.DOD.DECT.CD,Data on long-term public and publicly guaranteed debt and private nonguaranteed debt for 2010 are based on reports provided by the country. Short-term debt is based on Central Bank data from 2004.
MKD,SH.XPD.PCAP,Changes for per capita values are due to fluctuations in the US$ exchange rates.
MKD,SM.POP.NETM,Data sources : United Nations World Population Prospects
MKD,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
MKD,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
MKD,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
MKD,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MKD,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MKD,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MKD,SP.DYN.LE00.IN,Derived using male and female life expectancy
MKD,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MKD,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MKD,SP.POP.GROW,United Nations World Population Prospects
MKD,SP.POP.TOTL,United Nations World Population Prospects
MLI,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt for 2010 are based on reports provided by the country. Data on long-term private nonguaranteed debt are not available. Short-term debt data are World Bank staff estimates, based on the BIS data on international bank lending. "
MLI,SH.XPD.PUBL,Revision of the General Government Expenditure series can explain changes in public expenditure ratios.
MLI,SM.POP.NETM,Data sources : United Nations World Population Prospects
MLI,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
MLI,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
MLI,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
MLI,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MLI,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MLI,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MLI,SP.DYN.LE00.IN,Derived using male and female life expectancy
MLI,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MLI,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MLI,SP.POP.GROW,United Nations World Population Prospects
MLI,SP.POP.TOTL,United Nations World Population Prospects
MLT,SM.POP.NETM,Data sources : United Nations World Population Prospects
MLT,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. 
MLT,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
MLT,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
MLT,SP.DYN.CBRT.IN,Data sources : Eurostat
MLT,SP.DYN.CDRT.IN,Data sources : Eurostat
MLT,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, United Nations World Population Prospects"
MLT,SP.DYN.LE00.IN,Derived using male and female life expectancy
MLT,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, United Nations World Population Prospects"
MLT,SP.DYN.TFRT.IN,"Data sources : Eurostat, National Statistics Office"
MLT,SP.POP.GROW,"Eurostat, National Statistics Office, United Nations Population and Vital Statistics Report, Council of Europe"
MLT,SP.POP.TOTL,"Eurostat, National Statistics Office, United Nations Population and Vital Statistics Report, Council of Europe"
MMR,DT.DOD.DECT.CD,"Fiscal year-end for external debt data is March. Data on long-term public and publicly guaranteed debt, and short-term debt for 2010 are World Bank staff estimates. Data on long-term private nonguaranteed debt are not available."
MMR,NE.CON.PRVT.PP.CD,Estimates are based on regression.
MMR,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
MMR,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
MMR,PA.NUS.PPP,Estimates are based on regression.
MMR,PA.NUS.PRVT.PP,Estimates are based on regression.
MMR,SH.XPD.EXTR.ZS,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.OOPC.TO.ZS,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.OOPC.ZS,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.PCAP,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.PCAP.PP.KD,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.PRIV.ZS,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.PUBL,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.PUBL.GX.ZS,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.PUBL.ZS,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.TOTL.ZS,The market exchange rate is used to estimate the per capita figures.
MMR,SM.POP.NETM,Data sources : United Nations World Population Prospects
MMR,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. 
MMR,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
MMR,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
MMR,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MMR,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MMR,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MMR,SP.DYN.LE00.IN,Derived using male and female life expectancy
MMR,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MMR,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MMR,SP.POP.GROW,United Nations World Population Prospects
MMR,SP.POP.TOTL,United Nations World Population Prospects
MNE,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt for 2010 are based on reports provided by the country. Data on long-term private nonguaranteed debt only cover European Bank for Reconstruction and Development. Short-term debt data are World Bank staff estimates, based on the BIS data on international bank lending. Montenegro became independent in 2006 and started to report data in 2007."
MNE,SH.XPD.EXTR.ZS,"After the declaration of independence on 03 June 2006, Serbia and Montenegro are now separate states. Health expenditures for the previous years have been estimated separately for each of the two countries. "
MNE,SH.XPD.OOPC.TO.ZS,"After the declaration of independence on 03 June 2006, Serbia and Montenegro are now separate states. Health expenditures for the previous years have been estimated separately for each of the two countries. "
MNE,SH.XPD.OOPC.ZS,"After the declaration of independence on 03 June 2006, Serbia and Montenegro are now separate states. Health expenditures for the previous years have been estimated separately for each of the two countries. "
MNE,SH.XPD.PCAP,"After the declaration of independence on 03 June 2006, Serbia and Montenegro are now separate states. Health expenditures for the previous years have been estimated separately for each of the two countries.  Changes for per capita values are due to fluctuations in the US$ exchange rates."
MNE,SH.XPD.PCAP.PP.KD,"After the declaration of independence on 03 June 2006, Serbia and Montenegro are now separate states. Health expenditures for the previous years have been estimated separately for each of the two countries. "
MNE,SH.XPD.PRIV.ZS,"After the declaration of independence on 03 June 2006, Serbia and Montenegro are now separate states. Health expenditures for the previous years have been estimated separately for each of the two countries. "
MNE,SH.XPD.PUBL,"After the declaration of independence on 03 June 2006, Serbia and Montenegro are now separate states. Health expenditures for the previous years have been estimated separately for each of the two countries. "
MNE,SH.XPD.PUBL.GX.ZS,"After the declaration of independence on 03 June 2006, Serbia and Montenegro are now separate states. Health expenditures for the previous years have been estimated separately for each of the two countries. "
MNE,SH.XPD.PUBL.ZS,"After the declaration of independence on 03 June 2006, Serbia and Montenegro are now separate states. Health expenditures for the previous years have been estimated separately for each of the two countries. "
MNE,SH.XPD.TOTL.ZS,"After the declaration of independence on 03 June 2006, Serbia and Montenegro are now separate states. Health expenditures for the previous years have been estimated separately for each of the two countries. "
MNE,SM.POP.NETM,Data sources : United Nations World Population Prospects
MNE,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
MNE,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
MNE,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
MNE,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MNE,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MNE,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MNE,SP.DYN.LE00.IN,Derived using male and female life expectancy
MNE,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MNE,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MNE,SP.POP.GROW,United Nations World Population Prospects
MNE,SP.POP.TOTL,United Nations World Population Prospects
MNG,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt for 2010 are based on reports provided by the country. Data on long-term private nonguaranteed debt only cover European Bank for Reconstruction and Development. Short-term debt data are World Bank staff estimates, based on the BIS data on international bank lending. "
MNG,SM.POP.NETM,Data sources : United Nations World Population Prospects
MNG,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. 
MNG,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
MNG,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
MNG,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MNG,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MNG,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MNG,SP.DYN.LE00.IN,Derived using male and female life expectancy
MNG,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MNG,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MNG,SP.POP.GROW,United Nations World Population Prospects
MNG,SP.POP.TOTL,United Nations World Population Prospects
MNP,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
MNP,SP.POP.GROW,United Nations World Population Prospects
MNP,SP.POP.TOTL,United Nations World Population Prospects
MOZ,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt for 2010 are based on reports provided by the country. Data on long-term private nonguaranteed debt are not available. Short-term debt data are World Bank staff estimates, based on the BIS data on international bank lending. Mozambique was granted debt relief effective in 2006 under MDRI. "
MOZ,SM.POP.NETM,Data sources : United Nations World Population Prospects
MOZ,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
MOZ,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
MOZ,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
MOZ,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MOZ,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MOZ,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MOZ,SP.DYN.LE00.IN,Derived using male and female life expectancy
MOZ,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MOZ,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MOZ,SP.POP.GROW,United Nations World Population Prospects
MOZ,SP.POP.TOTL,United Nations World Population Prospects
MRT,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt for 2010 are based on reports provided by the country. Data on long-term private nonguaranteed debt are not available. Short-term debt data are World Bank staff estimates, based on the BIS data on international bank lending. "
MRT,SH.XPD.EXTR.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MRT,SH.XPD.OOPC.TO.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MRT,SH.XPD.OOPC.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MRT,SH.XPD.PCAP,Some estimates should be viewed with caution as these are derived from scarce data.
MRT,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data.
MRT,SH.XPD.PRIV.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MRT,SH.XPD.PUBL,Some estimates should be viewed with caution as these are derived from scarce data.
